tm,MVm,PVm
1.940000000000000000e+02,1.000000000000000000e+00,2.634499999999999065e-01
1.950000000000000000e+02,1.000000000000000000e+00,2.634499999999999065e-01
1.960000000000000000e+02,1.000000000000000000e+00,2.666750000000000509e-01
1.970000000000000000e+02,1.000000000000000000e+00,2.634499999999999065e-01
1.980000000000000000e+02,1.000000000000000000e+00,2.674749999999999628e-01
1.990000000000000000e+02,1.000000000000000000e+00,2.714999999999999636e-01
2.000000000000000000e+02,1.000000000000000000e+00,2.707000000000000517e-01
2.010000000000000000e+02,1.000000000000000000e+00,2.714999999999999636e-01
2.020000000000000000e+02,1.000000000000000000e+00,2.714999999999999636e-01
2.030000000000000000e+02,1.000000000000000000e+00,2.723000000000000975e-01
2.040000000000000000e+02,1.000000000000000000e+00,2.723000000000000975e-01
2.050000000000000000e+02,1.000000000000000000e+00,2.714999999999999636e-01
2.060000000000000000e+02,1.000000000000000000e+00,2.747249999999999415e-01
2.070000000000000000e+02,1.000000000000000000e+00,2.763249999999999318e-01
2.080000000000000000e+02,1.000000000000000000e+00,2.755250000000000199e-01
2.090000000000000000e+02,1.000000000000000000e+00,2.755250000000000199e-01
2.100000000000000000e+02,1.000000000000000000e+00,2.787499999999999423e-01
2.110000000000000000e+02,1.000000000000000000e+00,2.795500000000000762e-01
2.120000000000000000e+02,1.000000000000000000e+00,2.795500000000000762e-01
2.130000000000000000e+02,1.000000000000000000e+00,2.795500000000000762e-01
2.140000000000000000e+02,1.000000000000000000e+00,2.795500000000000762e-01
2.150000000000000000e+02,1.000000000000000000e+00,2.811750000000000083e-01
2.160000000000000000e+02,1.000000000000000000e+00,2.811750000000000083e-01
2.170000000000000000e+02,1.000000000000000000e+00,2.803499999999999881e-01
2.180000000000000000e+02,1.000000000000000000e+00,2.795500000000000762e-01
2.190000000000000000e+02,1.000000000000000000e+00,2.795500000000000762e-01
2.200000000000000000e+02,1.000000000000000000e+00,2.795500000000000762e-01
